SPY,^VIX,RSI,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,target
-0.2579774732437201,2.1110358051409595,0.6869625252769848,-8.340349521126189,-5.005944755114067,-6.082177689380508,5.986481710169755,2.1267140013971897,-2.7940157755029116,1.725000631442919,-1.8199695762391332,2.110392692927965,-4.037596192658821,-3.3870504979839566,-3.3196233498517635,0
-0.11403898647044386,1.2772912961124927,0.6255254621620916,2.1110358051409595,-8.340349521126189,-5.005944755114067,-6.082177689380508,5.986481710169755,2.1267140013971897,-2.7940157755029116,1.725000631442919,-1.8199695762391332,2.110392692927965,-4.037596192658821,-3.3870504979839566,0
0.8332526208675972,-3.22435450823213,0.5461854312961907,1.2772912961124927,2.1110358051409595,-8.340349521126189,-5.005944755114067,-6.082177689380508,5.986481710169755,2.1267140013971897,-2.7940157755029116,1.725000631442919,-1.8199695762391332,2.110392692927965,-4.037596192658821,1
-0.5142894616820826,1.4100029411927117,0.5624755925001379,-3.22435450823213,1.2772912961124927,2.1110358051409595,-8.340349521126189,-5.005944755114067,-6.082177689380508,5.986481710169755,2.1267140013971897,-2.7940157755029116,1.725000631442919,-1.8199695762391332,2.110392692927965,0
-0.04550806972858368,-0.21562815776574595,0.5367890635353615,1.4100029411927117,-3.22435450823213,1.2772912961124927,2.1110358051409595,-8.340349521126189,-5.005944755114067,-6.082177689380508,5.986481710169755,2.1267140013971897,-2.7940157755029116,1.725000631442919,-1.8199695762391332,0
-0.34194678008638846,4.588196905274389,0.5703475212345211,-0.21562815776574595,1.4100029411927117,-3.22435450823213,1.2772912961124927,2.1110358051409595,-8.340349521126189,-5.005944755114067,-6.082177689380508,5.986481710169755,2.1267140013971897,-2.7940157755029116,1.725000631442919,0
-0.03806070145335738,0.2059780098497832,0.6819188636816189,4.588196905274389,-0.21562815776574595,1.4100029411927117,-3.22435450823213,1.2772912961124927,2.1110358051409595,-8.340349521126189,-5.005944755114067,-6.082177689380508,5.986481710169755,2.1267140013971897,-2.7940157755029116,0
0.8719035080731352,-4.6863078579760575,0.5530294570887939,0.2059780098497832,4.588196905274389,-0.21562815776574595,1.4100029411927117,-3.22435450823213,1.2772912961124927,2.1110358051409595,-8.340349521126189,-5.005944755114067,-6.082177689380508,5.986481710169755,2.1267140013971897,1
0.1584108273040563,-3.1209744340761514,0.565382723716928,-4.6863078579760575,0.2059780098497832,4.588196905274389,-0.21562815776574595,1.4100029411927117,-3.22435450823213,1.2772912961124927,2.1110358051409595,-8.340349521126189,-5.005944755114067,-6.082177689380508,5.986481710169755,1
1.3921246522529351,-5.0181517767085015,0.4377892199954168,-3.1209744340761514,-4.6863078579760575,0.2059780098497832,4.588196905274389,-0.21562815776574595,1.4100029411927117,-3.22435450823213,1.2772912961124927,2.1110358051409595,-8.340349521126189,-5.005944755114067,-6.082177689380508,1
-0.06690897809953356,3.7870264634729534,0.45352012707439554,-5.0181517767085015,-3.1209744340761514,-4.6863078579760575,0.2059780098497832,4.588196905274389,-0.21562815776574595,1.4100029411927117,-3.22435450823213,1.2772912961124927,2.1110358051409595,-8.340349521126189,-5.005944755114067,0
