,LightGBM
Accumulated_Returns_%,9.055652744081133
Sharpe_Ratio,0.30729557781230094
Information_Ratio,0.47956857071324993
ALPHA,165.15
Sortino_Ratio,0.149720193811257
Maximum_Drawdown,9.651705740050076
Volatility,12.016359710813445
