,Ensemble Voting
Accumulated_Returns_%,18.415574544894486
Sharpe_Ratio,0.3573795573369568
Information_Ratio,-0.4747985807485891
ALPHA,0.5
Sortino_Ratio,0.1824136294126725
Maximum_Drawdown,33.75991577826403
Volatility,12.090648850760846
