,RandomForest
Accumulated_Returns_%,2.135255251614776
Sharpe_Ratio,0.04734533643458146
Information_Ratio,-0.6494349214398072
ALPHA,-0.92
Sortino_Ratio,0.018841746526782735
Maximum_Drawdown,35.2917112914108
Volatility,10.581560630814353
